class,mean,ci_low_2.5pct,ci_high_97.5pct
trees,12.724197021213861,7.527447456783168,18.91616848747263
grass,0.08003695801907969,0.03209307126217042,0.15360462078876344
crops,20.00126732366221,16.764262575781384,22.89563839690695
shrub,1.5159215560437767,0.9077030584553137,2.3949528244392213
built,57.02851021530857,53.52051634094778,60.26690630711456
bare,0.4723469257525244,0.3596796770296337,0.5847945021306972
