seed,trees,grass,crops,shrub,built,bare
original,12.473395628234083,0.07797615476540702,20.156953979533245,1.5144817812079097,57.12046226552238,0.47901019073697526
optimistic,12.801307372662752,0.1110395074464556,20.807872328846358,1.6278792897822185,55.881862261407896,0.592319239854304
pessimistic,13.344791324334206,0.07763281234451513,20.0984479430907,1.5633831937592668,56.235556732327126,0.5024679941441788
uniform,15.932827234660778,0.07742606365098079,21.235508664295104,1.7129092949416782,52.347682739651454,0.5159260028000056
range_across_seeds,3.459431606426694,0.03361344379547482,1.1370607212044028,0.19842751373376855,4.772779525870924,0.11330904911732875
