year,trees,grass,crops,shrub,built,bare
2026,13.981819,0.251484,20.737472,1.313685,54.833355,0.704465
2027,13.510675416733127,0.12980276695584148,21.0934899233305,1.5953315998153186,54.92976998103594,0.5632103121292711
2028,13.14005072120565,0.09704132702329651,21.318820104437314,1.6994533990001193,55.03722655985435,0.5296878884792638
2029,12.848980613312753,0.08823963803920518,21.47383708342453,1.7359447013861957,55.15346393603306,0.5218140278042486
2030,12.617286288186625,0.0858197493001967,21.58026642704942,1.7451809398680154,55.27402224424725,0.5197043513484834
