Spectrum Title,HTML Description,ASCII Spectrum ,ASCII Spectrum Error Bars ,ASCII Wavelengths ,ASCII Bandpass ,Full Range Plot,Range 1 Plot: 0.2-1.0 microns,Range 2 Plot: 0.2-2.5 microns,Range 3 Plot: 1.5-5.5 microns,Range 4 Plot: 2.5-25 microns,Range 5 Plot: 4000-50 inverse centimeters,GIF Wavelengths  Plot,GIF Bandpass  Plot
L-Cysteine SA-W326305        ASDHRb AREF,D:\usgs_splib07\../HTMLmetadata/L-Cysteine_SA-W326305_ASDHRb_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_L-Cysteine_SA-W326305_ASDHRb_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_L-Cysteine_SA-W326305_ASDHRb_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_L-Cysteine_SA-W326305_ASDHRb_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_L-Cysteine_SA-W326305_ASDHRb_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_L-Cysteine_SA-W326305_ASDHRb_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
L-Cysteine SA-W326305        NIC4bb RREF,D:\usgs_splib07\../HTMLmetadata/L-Cysteine_SA-W326305_NIC4bb_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_L-Cysteine_SA-W326305_NIC4bb_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_L-Cysteine_SA-W326305_NIC4bb_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_L-Cysteine_SA-W326305_NIC4bb_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_L-Cysteine_SA-W326305_NIC4bb_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_L-Cysteine_SA-W326305_NIC4bb_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_L-Cysteine_SA-W326305_NIC4bb_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
L-Cysteine SA-W326305 85K    ASDHRb AREF,D:\usgs_splib07\../HTMLmetadata/L-Cysteine_SA-W326305_85K_ASDHRb_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_L-Cysteine_SA-W326305_85K_ASDHRb_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_L-Cysteine_SA-W326305_85K_ASDHRb_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_L-Cysteine_SA-W326305_85K_ASDHRb_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_L-Cysteine_SA-W326305_85K_ASDHRb_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_L-Cysteine_SA-W326305_85K_ASDHRb_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
L-Cysteine SA-W326305 84K    NIC4bb RREF,D:\usgs_splib07\../HTMLmetadata/L-Cysteine_SA-W326305_84K_NIC4bb_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_L-Cysteine_SA-W326305_84K_NIC4bb_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_L-Cysteine_SA-W326305_84K_NIC4bb_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_L-Cysteine_SA-W326305_84K_NIC4bb_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_L-Cysteine_SA-W326305_84K_NIC4bb_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_L-Cysteine_SA-W326305_84K_NIC4bb_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_L-Cysteine_SA-W326305_84K_NIC4bb_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Cytosine SA-C3506            ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/Cytosine_SA-C3506_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Cytosine_SA-C3506_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Cytosine_SA-C3506_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Cytosine_SA-C3506_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Cytosine_SA-C3506_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Cytosine_SA-C3506_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
Cytosine SA-C3506            NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Cytosine_SA-C3506_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Cytosine_SA-C3506_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Cytosine_SA-C3506_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Cytosine_SA-C3506_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Cytosine_SA-C3506_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Cytosine_SA-C3506_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Cytosine_SA-C3506_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Cytosine SA-C3506 85K        NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Cytosine_SA-C3506_85K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Cytosine_SA-C3506_85K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Cytosine_SA-C3506_85K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Cytosine_SA-C3506_85K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Cytosine_SA-C3506_85K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Cytosine_SA-C3506_85K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Cytosine_SA-C3506_85K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
Decane SA-30550 T~76K        ASDFRa AREF,D:\usgs_splib07\../HTMLmetadata/Decane_SA-30550_T~76K_ASDFRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Decane_SA-30550_T~76K_ASDFRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDFR_StandardResolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Decane_SA-30550_T~76K_ASDFRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_Decane_SA-30550_T~76K_ASDFRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Decane_SA-30550_T~76K_ASDFRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Decane_SA-30550_T~76K_ASDFRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDFR_StandardResolution.gif
Decane SA-30550 frost 76K    NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/Decane_SA-30550_frost_76K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_Decane_SA-30550_frost_76K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_Decane_SA-30550_frost_76K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_Decane_SA-30550_frost_76K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_Decane_SA-30550_frost_76K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_Decane_SA-30550_frost_76K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_Decane_SA-30550_frost_76K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
2-4Diamino6hydroxypyrimidine ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/2-4Diamino6hydroxypyrimidine_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_2-4Diamino6hydroxypyrimidine_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_2-4Diamino6hydroxypyrimidine_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_2-4Diamino6hydroxypyrimidine_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_2-4Diamino6hydroxypyrimidine_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_2-4Diamino6hydroxypyrimidine_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
2-4Diamino6hydroxypyrimidin  NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/2-4Diamino6hydroxypyrimidin_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_2-4Diamino6hydroxypyrimidin_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_2-4Diamino6hydroxypyrimidin_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_2-4Diamino6hydroxypyrimidin_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_2-4Diamino6hydroxypyrimidin_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_2-4Diamino6hydroxypyrimidin_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_2-4Diamino6hydroxypyrimidin_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
2-4Diamino6hydroxypyrim  85K ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/2-4Diamino6hydroxypyrim_85K_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_2-4Diamino6hydroxypyrim_85K_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_2-4Diamino6hydroxypyrim_85K_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_2-4Diamino6hydroxypyrim_85K_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_2-4Diamino6hydroxypyrim_85K_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_2-4Diamino6hydroxypyrim_85K_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
2-4Diamino6hydroxypyrim 100K NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/2-4Diamino6hydroxypyrim_100K_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_2-4Diamino6hydroxypyrim_100K_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_2-4Diamino6hydroxypyrim_100K_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_2-4Diamino6hydroxypyrim_100K_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_2-4Diamino6hydroxypyrim_100K_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_2-4Diamino6hydroxypyrim_100K_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_2-4Diamino6hydroxypyrim_100K_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
2-6-Diaminopurine 247847     ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/2-6-Diaminopurine_247847_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_2-6-Diaminopurine_247847_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_2-6-Diaminopurine_247847_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_2-6-Diaminopurine_247847_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_2-6-Diaminopurine_247847_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_2-6-Diaminopurine_247847_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
2-6-Diaminopurine 247847     NIC4aa RREF,D:\usgs_splib07\../HTMLmetadata/2-6-Diaminopurine_247847_NIC4aa_RREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_2-6-Diaminopurine_247847_NIC4aa_RREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_2-6-Diaminopurine_247847_NIC4aa_RREF.gif,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_2-6-Diaminopurine_247847_NIC4aa_RREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_2-6-Diaminopurine_247847_NIC4aa_RREF_range3_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range4_swir_to_mir/splib07a_2-6-Diaminopurine_247847_NIC4aa_RREF_range4_swir_to_mir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range5_swir_to_fir_wavenumber/splib07a_2-6-Diaminopurine_247847_NIC4aa_RREF_range5_swir_to_fir_wavenumber.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_NIC4_Nicolet_1.12-216microns.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_NIC4_Nicolet_in_microns.gif
2-6-Diaminopurine 247847 85K ASDHRa AREF,D:\usgs_splib07\../HTMLmetadata/2-6-Diaminopurine_247847_85K_ASDHRa_AREF.html,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/ChapterO_OrganicCompounds/splib07a_2-6-Diaminopurine_247847_85K_ASDHRa_AREF.txt,,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.txt,D:\usgs_splib07\../ASCIIdata/ASCIIdata_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.txt,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/ChapterO_OrganicCompounds/splib07a_2-6-Diaminopurine_247847_85K_ASDHRa_AREF.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range1_uv_to_visible/splib07a_2-6-Diaminopurine_247847_85K_ASDHRa_AREF_range1_uv_to_vis.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range2_visible_to_swir/splib07a_2-6-Diaminopurine_247847_85K_ASDHRa_AREF_range2_vis_to_swir.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/plots_by_wavelength_region/range3_swir/splib07a_2-6-Diaminopurine_247847_85K_ASDHRa_AREF_range3_swir.gif,,,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Wavelengths_ASD_0.35-2.5_microns_2151_ch.gif,D:\usgs_splib07\../GIFplots/GIFplots_splib07a/splib07a_Bandpass_(FWHM)_ASDHR_High-Resolution.gif
